mID,aID
8488,6541
8488,19208
10603,18269
10603,41087
10603,19159
10603,8930
10603,6487
10603,21132
10603,11318
10603,49275
10603,20761
10603,29214
10603,14390
8273,21593
8273,21595
8273,57599
8273,52480
8273,21403
8273,31717
8273,26510
8273,54586
8273,44830
8273,20753
8273,68842
8273,38334
8273,170432
109424,31
109424,2229
109424,94864
109424,15824
109424,75604
109424,17199
109424,37204
109424,37154
109424,87070
109424,58475
35056,56323
35056,4495
35056,13240
35056,40036
35056,22125
35056,886
35056,85825
35056,41091
35056,17051
35056,18973
35056,103
35056,81364
35056,4238
35056,90633
35056,19498
35056,65920
35056,208519
35056,82092
35056,61182
35056,71552
8839,6886
8839,8984
8839,14702
8839,10713
8839,86434
8839,18
8839,161860
8839,31365
8839,84495
8839,50398
8839,707
8839,190
8839,2461
156022,5292
156022,20982
156022,56734
156022,35029
156022,58754
156022,8984
156022,6832
156022,41020
156022,21798
156022,1366
7303,16866
7303,5469
7303,2283
7303,53280
7303,4432
7303,12110
7303,382
7303,121757
7303,176695
8963,5292
8963,193
8963,13525
8963,110
8963,4691
8963,154295
8963,8540
8963,76546
8963,18324
8963,59300
8963,11864
1402,2888
1402,9030
1402,1990
1402,14852
1402,29685
1402,198
1402,54696
1402,33500
1402,16580
1402,33501
1402,945062
1402,154224
1402,1006368
9315,1038
9315,133
9315,48
9315,21711
9315,61555
8984,3392
8984,3416
8984,55636
8984,19152
8984,21366
8984,6692
8984,18326
8984,10825
795,2963
795,5344
795,6861
795,11901
795,10132
795,11902
795,28004
24,139
24,140
24,2535
24,589
24,141
24,147
24,2536
24,2234
24,2541
24,87312
24,58477
11353,67773
11353,776
11353,69122
11353,11870
11353,6213
11353,28641
11353,3223
11353,68842
11353,3952
393,139
393,141
393,589
393,147
393,2536
393,6585
393,2231
393,140
393,2535
393,565498
393,2541
9618,16483
9618,6856
9618,10742
9618,20904
9618,12888
9618,75465
9618,18071
9618,15661
9374,5064
9374,62
9374,18892
9374,6588
9374,2226
9374,23967
9374,43115
9374,15453
8584,18897
8584,887
8584,140
8584,3982
8584,27740
8584,39829
8584,52703
2320,6856
2320,23880
2320,4587
2320,5723
2320,17485
2320,3977
2320,14592
2320,41247
2320,23967
2320,22131
2320,13028
2320,18262
58224,206
58224,17832
58224,62564
58224,14730
58224,82639
58224,9048
58224,4175
58224,38582
58224,4492
1729,18897
1729,1336
1729,11665
1729,109432
175574,887
175574,57755
175574,56322
175574,1752
175574,17782
175574,65827
175574,58873
175574,59784
175574,62067
175574,20503
8077,10205
8077,17764
8077,4391
8077,4935
8077,53916
8077,53917
8077,2714
8077,109870
8077,58758
8077,8399
8077,26854
8077,7497
8818,3125
8818,3131
8818,378
8195,380
8195,1003
8195,11317
8195,1640
8195,48
8195,378
8195,33658
8195,2369
8195,42545
10586,3392
10586,5576
10586,207
10586,1246
10586,1369
10586,11851
116149,2227
116149,12982
116149,17064
116149,5658
116149,11356
116149,39658
116149,477
116149,19923
116149,388
116149,26209
116149,23776
116149,1371439
80035,7399
80035,4937
80035,21007
80035,14892
80035,62831
80035,59675
80035,17005
80035,85139
80035,8655
80035,62863
80035,8289
80035,62861
80035,1785189
80035,170432
10632,2176
10632,1121
10632,935
10632,21474
12117,4173
12117,9777
12117,55636
12117,16307
12117,778
12117,103833
12117,16937
12117,6908
12117,78885
1792,1892
1792,17141
1792,8170
1792,5950
1792,31837
1792,38225
1792,51391
1792,42199
1792,22126
1792,1395904
1792,2171
1792,1580198
1792,20819
1792,263229
1792,173810
1792,25702
1792,98285
1792,5064
13260,23659
13260,16307
13260,57755
13260,28638
13260,21200
13260,37934
13260,28637
13260,52997
13260,51857
13260,17183
13260,59841
13260,41091
13260,95875
13260,11827
13260,86624
13260,58224
72197,3291
72197,2039
72197,12799
72197,8318
72197,3136
72197,11356
72197,7060
72197,21028
72197,111875
72197,2065
3580,11701
3580,52886
3580,6949
3580,25879
3580,39388
3580,117885
3580,52021
3580,10132
3580,50217
3580,81681
3580,162828
3580,1986
3580,453
3580,46814
12123,6384
12123,192
12123,3293
12123,10430
12123,14721
12123,1248
12123,593
12123,10486
12123,21629
12123,43776
12123,3283
12123,74487
12123,86573
12123,335
9566,380
9566,10814
9566,6913
9566,5723
9566,1121
9566,38160
9566,15824
9566,29685
9566,1216752
9833,17276
9833,4730
9833,17178
9833,8436
9833,6613
9833,8785
9833,4001
4517,112
4517,2296
4517,118
4517,2441
4517,37260
4517,7026
4517,31384
4517,2206
4517,37632
4517,40311
4517,23429
4517,59081
4517,940
4517,55585
4517,117654
8202,6885
8202,20982
8202,9012
8202,2598
8202,3910
8202,4935
8202,62892
16072,32747
16072,8447
16072,3087
16072,27116
16072,2878
16072,28414
16072,20215
16072,13936
34314,11477
34314,34485
34314,2039
34314,1210
34314,10768
34314,29068
34314,12645
34314,97944
34314,1188456
34314,27492
34314,42317
19724,776
19724,19159
19724,780
19724,74615
19724,11827
19724,8349
19724,17401
19724,31028
19724,65760
19724,75633
19724,105641
145220,17835
145220,15232
145220,56323
145220,64181
145220,91606
145220,3136
145220,11477
145220,11160
145220,2283
145220,55936
145220,58225
145220,2441
145220,13014
145220,8924
145220,5530
145220,56734
145220,8436
145220,36592
145220,1844
145220,27319
145220,19923
145220,1711
145220,52997
145220,57108
145220,11115
145220,974
14623,55493
14623,20471
14623,58758
14623,2053
14623,3971
14623,5319
14623,2282
14623,11085
14623,67599
42297,38225
42297,53397
42297,58115
42297,55086
42297,143240
42297,10697
42297,8212
42297,40462
42297,2283
42297,114674
42297,143242
42297,143244
42297,9274
42297,17641
2841,2405
2841,2413
2841,18177
2841,8293
2841,1038
2841,10698
802,2091
802,9878
10375,16483
10375,24047
10375,13022
10375,17764
10375,2954
10375,10823
10375,32747
10375,418
10375,54789
10375,2133
10375,10360
36586,10814
36586,10823
36586,2372
36586,10839
36586,4886
36586,3491
36586,10843
36586,31841
36586,1341
36586,10841
36586,2220
36586,10847
36586,10849
11321,2888
11321,5916
11321,57755
11321,8177
11321,12834
11321,1102
11321,55258
11321,54696
11321,17200
11321,72864
11321,6944
70074,16483
70074,61697
70074,31164
70074,2224
70074,7497
70074,12792
70074,1133063
70074,60881
70074,230995
70074,946356
70074,565501
70074,16460
242,1158
242,3092
242,1271
242,3094
242,1769
242,3265
242,3266
242,2233
242,3174
242,161860
242,47879
242,2234
9621,114
9621,205
9621,4038
9621,7447
9621,14888
9621,20750
9621,10860
9621,15684
9621,15032
9621,84848
1819,11661
1819,887
1819,2876
1819,3392
1819,19274
1819,19275
1819,19278
1819,1763429
8536,193
8536,20006
8536,13726
8536,31364
8536,20011
8536,26483
8536,10224
8536,5249
8536,1067
8536,28641
8536,10983
8536,7907
8536,10657
8536,58475
8536,28871
8046,880
8046,16866
8046,21180
8046,53647
8046,37157
8046,1158
8046,4690
1717,2228
1717,9642
1717,204
1717,4691
1717,1276
1717,103
1717,4173
1717,1907
1717,17183
479,2231
479,2954
479,3894
479,6485
479,6486
479,3051
479,6487
479,3798
479,6541
479,27011
479,6906
9444,5344
9444,3036
9444,1062
9444,14730
9444,5587
9444,7090
9444,205
9444,8263
9444,22082
9444,18999
824,2227
824,3061
824,5723
824,388
824,12206
824,1371
824,12207
824,12208
824,58758
11456,8891
11456,4937
11456,10399
11456,71467
11456,884
261023,85
261023,33192
261023,71580
261023,118545
261023,4724
261023,133
261023,88124
261023,35029
261023,36801
261023,74541
261023,86034
261023,6951
261023,121718
261023,36594
261023,188049
261023,51792
261023,785
261023,239271
261023,202930
261023,58333
3683,11864
3683,33527
3683,17772
3683,21179
3683,21134
3683,12834
3683,478
3683,8167
3683,418
3683,2203
3683,15091
3683,4445
3683,26008
3683,33528
3683,33532
3683,43366
3683,5151
3683,6166
3683,33533
3683,928572
22803,134
22803,17276
22803,17782
22803,14888
22803,57451
22803,21142
22803,35705
22803,36091
22803,6907
22803,4255
22803,19492
22803,50217
22803,40039
22803,45566
22803,1152008
22803,1128450
285923,6856
285923,20494
285923,5916
285923,20491
285923,10580
285923,16850
285923,20492
285923,17628
285923,138
285923,2536
285923,6862
285923,16851
285923,20495
285923,2712
285923,62
285923,5471
285923,21319
285923,27737
285923,1646
285923,27736
285923,11159
285923,6407
285923,11161
285923,11160
285923,57578
285923,2963
285923,11108
39437,13309
39437,2047
39437,9030
39437,64908
39437,8354
39437,43853
39437,55314
1950,8783
1950,69597
1950,3087
1950,23959
1950,3223
1950,17184
1950,52117
1950,335
640,6193
640,31
640,4690
640,8349
640,9273
640,9274
640,1990
640,9276
640,8191
640,9278
640,9281
640,3283
640,233298
640,152864
640,52885
640,75325
640,1217939
640,97446
640,15034
97630,83002
97630,76512
97630,2983
97630,33192
97630,73457
97630,3497
97630,25616
97630,45407
97630,78110
97630,49971
97630,6195
97630,239271
97630,4691
97630,8435
97630,208296
97630,81685
9767,4937
9767,4491
9767,16484
9767,6614
9767,15277
9767,23532
9767,351
9767,15033
9767,8265
9767,7132
11631,5064
11631,517
11631,71070
11631,5472
11631,1640
11631,477
11631,11870
11631,55470
32856,56731
32856,10860
32856,51329
32856,58115
32856,18352
32856,1210
32856,134
32856,9278
32856,17052
32856,1813
32856,18976
32856,15758
32856,41798
32856,4090
32856,34847
32856,1204
32856,84214
32856,8534
32856,169337
6519,9656
6519,57599
6519,52052
6519,8261
6519,16475
6519,22132
6519,28638
6519,51381
6519,10671
6519,56251
8741,2228
8741,3490
8741,8767
8741,21343
8741,1461
8741,3036
8741,57755
8741,13550
8741,1733
8741,4764
8741,8891
8741,534
8741,1280
8741,7499
8741,47879
8741,6408
8741,502
8741,1462
8741,6066
49520,59315
49520,10859
49520,23532
49520,41087
49520,83352
49520,1903
49520,21142
49520,945062
49520,14886
49520,1068811
49520,1503756
49520,152355
1850,206
1850,518
1850,19468
1850,3418
1850,13242
1850,1062
1850,10872
1850,28638
524,380
524,4430
524,4517
524,4512
524,7167
524,7166
524,8262
524,7164
524,18262
524,42824
524,17921
524,58535
524,4692
26389,8891
26389,1244
26389,120833
26389,982098
11817,57599
11817,5915
11817,10841
11817,1619
11817,10134
2123,206
2123,9137
2123,18471
2123,5694
2123,28633
2123,60672
2123,2955
2123,19754
2123,162924
2123,1395904
2123,1580198
9907,14405
9907,32895
9907,16431
9907,2047
9907,27102
9907,28638
9907,1533
9907,31531
9907,34521
9907,60279
9907,43125
9969,518
9969,4756
9969,38025
9969,52775
9969,61110
9969,61178
9969,33836
9969,26089
9969,4095
9969,61182
9969,61185
9969,61187
9969,33352
18239,37917
18239,11288
18239,84214
18239,21029
18239,45827
18239,84215
18239,56857
18239,53755
18239,34502
18239,59252
18239,39391
18239,58168
18239,84223
18239,56676
18239,84225
18239,6804
18239,3968
18239,83356
18239,501
18239,32887
18239,52414
18239,65225
18239,84222
18239,84217
18239,84227
18239,63566
808,12073
808,776
808,6941
808,12074
808,1925
808,12077
808,12098
808,12095
808,7210
808,12080
808,12097
808,64445
808,1077782
808,15831
38050,1892
38050,5081
38050,21134
38050,53650
38050,28641
38050,50217
38050,12219
8367,1269
8367,192
8367,2224
8367,1161
8367,4566
8367,8316
8367,8318
8367,7486
8367,738
8367,10942
8367,64102
9390,500
9390,9777
9390,9137
9390,11164
9390,67778
9390,3035
9390,12217
9390,5149
9390,9788
9390,3230
9390,10825
9390,3272
9390,7036
9390,2222
9390,29930
72105,13240
72105,18973
72105,52139
72105,74949
72105,1771
72105,9657
72105,59841
72105,17200
72105,2387
72105,24357
72105,55463
72105,15762
72105,4139
72105,10859
72105,12836
72105,60286
2898,514
2898,9994
2898,17141
2898,9777
2898,22108
2898,28778
2898,28779
2898,1524
2898,2208
2898,52792
2898,35551
2898,6213
2898,1535
2898,31514
2898,10135
2898,36631
2898,19208
2898,1294
2898,61111
2898,21474
2898,65829
2898,34521
10312,2157
10312,1233
10312,4029
10312,9979
10312,2169
10312,2140
10312,3907
10312,95604
10312,14792
10312,43853
10312,1070
10312,14833
10312,8689
10312,21088
10312,43858
109443,23659
109443,4495
109443,22226
109443,18979
109443,28638
109443,11006
109443,41091
109443,22122
109443,19152
109443,56323
109443,205
109443,3896
109443,4937
109443,8293
109443,3
109443,2888
109443,6730
109443,206
109443,56322
109443,20753
109443,4764
109443,83873
109443,1068811
2022,19292
2022,1920
2022,1241
2022,20818
2022,8212
2022,18917
2022,15440
2022,884
2022,1909
2022,20819
2022,3907
2022,63238
37686,18050
37686,3497
37686,12260
37686,21089
37686,11315
37686,88950
37686,114674
37686,55755
37686,29934
37686,46814
37686,1078613
37686,104046
462,1204
462,3926
462,6383
462,19838
462,1956
462,1909
462,3801
462,9979
9919,11661
9919,10297
9919,17696
9919,24291
9919,6163
9919,539
9919,92857
9919,26715
9919,10739
9919,1989
187017,21007
187017,38673
187017,54697
187017,9778
187017,17039
187017,53
187017,71403
187017,1226302
187017,1910
187017,141762
187017,18300
187017,1772
187017,19278
187017,10872
187017,19274
187017,15758
628,287
628,500
628,205
628,3131
628,2224
628,9029
628,9030
628,17290
628,15737
10201,206
10201,11664
10201,58068
10201,40481
10201,51329
10201,8265
10201,28641
10201,1219121
302699,18918
302699,55638
302699,39388
302699,84497
302699,3491
302699,23532
302699,55536
302699,202930
302699,27031
302699,1360008
9441,1204
9441,4038
9441,228
9441,20089
9441,19977
9441,552526
274167,23659
274167,13240
274167,1817
274167,19159
274167,21127
274167,500427
274167,56446
274167,1219121
274167,59843
274167,1049830
274167,81197
274167,62784
224141,5064
224141,5081
224141,55466
224141,84223
224141,62064
224141,30364
224141,11870
224141,85
224141,141034
224141,16859
224141,66446
224141,47468
388,5292
388,2296
388,1038
388,290
388,5293
388,5294
388,5296
388,1986
388,77264
388,15028
388,14548
388,2131
2112,2461
2112,10823
2112,2518
2112,49
2112,19839
2112,1103
2112,13549
2112,5589
2112,21416
2112,140
2112,21675
2112,5563
2112,6862
10329,350
10329,21043
10329,8874
10329,13472
10329,31511
10329,10671
10329,23967
10329,52043
10329,14852
10329,16861
10329,11357
10329,31164
10329,18792
10329,532
74465,1892
74465,1245
74465,19159
74465,2464
74465,18050
74465,11663
74465,8265
74465,121953
74465,54708
74465,1428580
13811,2963
13811,9827
13811,77335
13811,96066
6877,10297
6877,520
6877,11664
6877,21180
6877,51329
6877,8534
6877,26723
6877,10872
6877,52997
6877,537
10320,3489
10320,1284159
10320,20
10320,21163
10320,5606
10320,57136
10320,162828
10320,17628
50646,4495
50646,1231
50646,30614
50646,54693
50646,3141
50646,4724
50646,124644
50646,125025
50646,3911
50646,51998
8920,1532
8920,33654
8920,33259
8920,537
8920,33501
8920,53249
8920,59675
13673,12898
13673,8944
13673,707
13673,588
13673,11159
13673,28410
13673,6168
13673,7427
13673,95875
60308,287
60308,21007
60308,1233
60308,32
60308,73457
60308,55205
60308,16859
60308,10489
60308,61216
60308,12538
60308,12797
60308,31508
60308,3229
60308,33500
60308,5953
60308,1574936
60308,2208
6950,4483
6950,14343
6950,192
6950,1979
6950,9777
6950,55636
6950,18352
6950,2137
6950,47458
6950,3211
225574,3896
225574,1231
225574,59233
225574,70904
225574,77277
225574,74541
225574,3900
225574,74242
225574,56675
225574,17866
225574,1480047
225574,1129795
13836,18918
13836,1285
13836,23498
13836,17832
13836,59238
13836,8785
13836,16857
13836,109870
13836,129661
13836,31365
13836,1201
13836,11159
13836,1349629
13836,59844
752,524
752,1331
752,9029
752,11275
752,5049
752,11276
752,11278
752,11279
752,1665
752,11282
752,17606
752,30328
752,591346
752,1207207
752,127005
6038,18897
6038,887
6038,27428
6038,1341
6038,41547
6038,19903
6038,8400
6038,9138
9975,23659
9975,69597
9975,212
9975,26510
9975,61303
9975,15831
9975,23709
9975,60739
9975,23679
9975,34982
9975,15661
9975,42160
11451,49265
11451,2232
11451,2876
11451,33654
11451,15033
11451,57854
11451,22125
11451,59233
11451,539
11451,15372
11451,63234
12103,3392
12103,48
12103,328
12103,828
12103,18285
12103,2561
12103,135353
12103,129101
12103,10696
12103,17485
12103,37204
60304,17604
60304,59620
60304,10696
60304,51300
60304,53
60304,1142720
60304,20494
60304,550554
60304,65054
2251,1205
2251,2882
2251,15533
2251,6752
2251,20879
2251,96228
2251,11705
2251,8985
46529,61363
46529,18082
46529,20374
46529,105727
46529,79072
46529,27492
46529,170145
46529,1990
46529,162828
46529,650
231,1461
231,1892
231,2954
231,2955
231,2956
231,227
231,290
231,2957
231,2962
231,1986
231,2977
231,2978
231,2980
231,1462
231,2983
231,19492
300671,18473
300671,17697
300671,94864
300671,59254
300671,28414
300671,62562
300671,82167
228326,8688
228326,38673
228326,8691
228326,18979
228326,239574
228326,11159
228326,86498
228326,2372
228326,36628
228326,9778
228326,1210
228326,11160
228326,59784
228326,15761
228326,30488
9754,3
9754,6162
9754,12519
9754,58899
9754,6860
9754,25884
9754,418
9754,5694
9754,1903
9754,4095
9754,12795
66,190
66,193
66,228
66,349
66,350
66,351
66,352
66,404
66,5249
66,28633
4421,3416
4421,110
4421,10774
4421,37203
4421,1473
4421,8265
4421,34839
4421,37204
4421,37205
4421,9779
4421,8767
2649,3392
2649,2228
2649,13549
2649,8986
2649,5953
2649,27570
2649,12647
2649,19468
2649,2478
2649,12055
2649,534
2649,17449
2649,9289
588,8329
588,48
588,13549
588,8335
588,2506
588,8338
10393,6384
10393,193
10393,18270
10393,62066
10393,15277
10393,7026
10393,62562
10393,16841
10393,5251
71552,21593
71552,21595
71552,57599
71552,21594
71552,21403
71552,1234
71552,8211
71552,52480
71552,68842
71552,38334
71552,26510
71552,10871
71552,37046
71552,74618
71552,21596
71552,26999
71552,41686
71552,54586
71552,28412
9631,2231
9631,1979
9631,52
9631,12122
9631,34691
9631,22131
9631,6751
9631,13242
9631,115874
9631,72864
9631,14329
9631,14331
9631,15537
9631,9291
9631,19453
9631,925
216282,30315
216282,59841
216282,42317
306,776
306,777
306,1210
306,4689
306,230
306,4604
306,11163
306,4602
306,4606
928,5589
928,10360
928,16180
928,113
928,16183
928,7210
928,102441
928,101377
928,19439
928,15831
928,1538
928,11806
928,16483
205587,3087
205587,3223
205587,21657
205587,7132
205587,239271
205587,879
205587,38582
205587,18328
205587,85825
205587,9296
205587,6465
205587,51298
205587,81681
6623,1461
6623,2227
6623,15320
6623,5725
6623,12647
6623,42694
6623,36631
6623,10380
6623,7497
6623,115874
1577,63
1577,7055
1577,18041
1577,3491
1577,12801
1577,15440
1577,51944
1577,65345
1577,59198
1577,12714
1577,20508
1577,11867
9801,9137
9801,3291
9801,5472
9801,388
9801,9138
9801,9139
9801,9140
9801,6857
9801,9144
9801,1834
9801,3547
9801,659
9801,63608
2116,5292
2116,8170
2116,5411
2116,21722
2116,21721
2116,20562
2116,21723
2116,1286269
2116,4496
9624,23880
9624,3895
9624,6720
9624,11885
9624,8655
9624,879
9624,5170
14199,84214
14199,4741
14199,15234
14199,38025
14199,41798
1907,6193
1907,3063
1907,18023
4599,11661
4599,38405
4599,3234
4599,17265
4599,35654
4599,17140
4599,15735
4599,7427
4599,4787
4599,1210
4599,33836
4599,38425
4599,38406
4599,32291
4599,95469
4599,60953
22832,2038
22832,61697
22832,9462
22832,10883
22832,994
22832,147642
10390,1269
10390,11164
10390,4764
10390,20089
10390,18999
10390,1248
9879,3416
9879,16475
9879,23346
9879,10182
9879,418
9879,925
9879,20848
9879,53963
9879,52043
9879,6751
9879,3713
9879,56567
38579,887
38579,54693
38579,41798
38579,54691
38579,4581
38579,20497
38579,2628
38579,87822
38579,9562
38579,16431
38579,72095
38579,20750
38579,3905
38579,80536
44603,1892
44603,18997
44603,12217
44603,21125
44603,937
11892,18277
11892,21343
11892,30614
11892,10692
11892,51536
11892,2969
11892,49832
11892,146391
11892,17039
9691,16483
9691,3131
9691,1231
9691,17348
9691,14328
9691,31508
1248,643
1248,17287
1248,7026
1248,3901
1248,9013
1248,39681
1248,16792
12220,62
12220,1160
12220,3026
12220,14415
12220,12931
12220,781
12220,71727
12220,1044
72710,36592
72710,9824
72710,105727
72710,227
72710,3713
72710,467645
72710,936403
72710,70456
72710,16460
72710,129868
72710,42317
72710,1123886
72710,79211
72710,946356
72710,558466
72710,71913
10782,8891
10782,935
10782,2231
10782,1771
10782,12792
10782,41901
10782,17637
10782,6066
10782,18688
10782,982098
10782,3283
9573,190
9573,8447
9573,5657
9573,55259
9573,21043
9573,19468
9573,52761
9573,995587
9573,12797
9573,62100
4959,2296
4959,3489
4959,12647
4959,4455
4959,31713
4959,8986
4959,10489
4959,100703
10061,6856
10061,825
10061,884
10061,2230
10061,19153
10061,8949
10061,11357
10061,2221
10061,61704
10061,33654
10386,116027
10386,4491
10386,12835
10386,4443
10386,18688
10386,4251
10386,9599
10386,16433
10386,588
10386,19545
10386,78317
10386,70615
10386,35172
10386,86006
10386,214701
10386,84493
10386,61969
10386,16060
421,1532
421,5657
421,112
421,5293
421,887
421,4785
421,5658
421,1284
421,4971
421,5661
421,5950
316152,10297
316152,1216606
316152,932967
316152,41292
316152,68180
316152,1173099
316152,141762
316152,60875
316152,1049830
316152,94428
316152,31528
316152,52885
316152,1295668
11615,1979
11615,204
11615,350
11615,32458
11615,25702
11615,13525
11615,55536
11615,15374
11615,994259
13498,2176
13498,5726
13498,37936
13498,21124
13498,18315
13498,20491
13498,17442
13498,10427
13498,12792
13498,74242
13498,1576251
13498,8655
13498,15423
13498,82663
13498,87003
13498,4606
241554,3896
241554,228
241554,92404
241554,467645
241554,14888
241554,589162
241554,7132
241554,2207
241554,4238
241554,1078613
241554,230400
241554,7497
241554,57997
241554,206398
2252,3489
2252,110
2252,1925
2252,12647
2252,20425
2252,43554
2252,61134
11968,8167
11968,56731
11968,1894
11968,71128
11968,16851
11968,22063
10047,63
10047,4483
10047,6450
10047,6949
10047,1925
10047,10698
10047,39678
10047,1715
38319,62862
38319,17051
38319,524
38319,11664
38319,15009
38319,13014
38319,20186
38319,58758
38319,4391
38319,17479
38319,61981
38319,12359
38319,7031
69668,8784
69668,3489
69668,3293
69668,20982
69668,13550
69668,190895
69668,20814
69668,86237
9770,8891
9770,4483
9770,18658
9770,21278
9770,10360
9770,10401
9770,7676
9770,15854
9770,5502
9770,4610
9770,14991
9770,5148
11212,3266
11212,6684
11212,532
11212,10138
11212,38024
11212,12642
11212,3711
10533,3416
10533,64
10533,3087
10533,10360
10533,3545
10533,23709
10533,13314
38363,3489
38363,2228
38363,15232
38363,31649
38363,14888
38363,14984
38363,17867
38363,50217
38363,11315
38363,62562
9923,116
9923,2295
9923,25616
9923,18792
9923,60561
9923,54696
9923,12850
9923,31514
9923,46814
9923,140
9923,37027
9923,8211
9923,4690
9923,51998
9923,2887
11863,16560
11863,9046
11863,2712
11863,2517
11863,7497
11863,17770
11863,52188
11863,11395
18501,17276
18501,33235
18501,38425
18501,53256
18501,26467
18501,8171
18501,8291
18501,16501
18501,54247
18501,5723
18501,73589
18501,20494
18501,51381
18501,53252
18501,65827
18501,78021
109491,71375
109491,16940
109491,19492
109491,4730
109491,1142720
109491,7056
109491,20300
109491,452
109491,59219
109491,3201
109491,101847
109491,1347310
109491,84227
109491,565501
109491,129868
109491,946356
9275,2157
9275,2229
9275,819
9275,518
9275,12219
9275,13645
9275,18313
9275,7420
9275,3418
329833,7399
329833,887
329833,23659
329833,955
329833,41091
329833,61110
329833,63
329833,15286
329833,15009
329833,1954
329833,982
329833,71580
329833,26042
329833,81364
329833,77069
329833,2628
329833,111455
329833,6949
329833,85757
329833,4038
329833,28846
329833,8261
329833,43120
329833,118752
329833,142213
329833,110902
12634,887
12634,192
12634,33
12634,8261
12634,980
12634,10739
12634,6952
12634,5048
12634,71555
12634,10000
10416,52865
10416,516
10416,1230
10416,17141
10416,2282
10416,20750
10416,28633
10416,31714
10416,21197
10416,6944
10416,1910
47327,2963
47327,55085
47327,886
47327,21029
47327,52
47327,59450
47327,85178
47327,10489
47327,11784
47327,6908
47327,3201
47327,84760
47327,141762
47327,20582
15268,21594
15268,2203
15268,61981
15268,56455
15268,57250
10796,1336
10796,976
10796,17832
10796,18792
10796,52476
10796,10137
10796,92777
10796,14329
9548,34485
9548,18977
9548,121757
9548,5139
9548,1737
9548,56152
9548,16663
9548,11659
9548,1542
9548,33713
18947,1233
18947,7026
18947,2440
18947,7056
18947,11109
18947,11181
18947,31717
18947,59620
18947,1709
18947,40477
18947,53916
18947,36668
18947,66441
18947,142389
18947,117654
1900,3392
1900,1121
1900,16429
1900,21708
1900,21710
1900,1922
1900,6065
1900,21711
1900,1896
1900,31714
1900,4589
1900,15860
1900,62595
1900,53257
1900,3136
1900,17052
1900,3926
1900,40481
1900,19492
1900,5365
89,3
89,738
89,656
89,655
89,740
89,742
89,743
89,649
89,10942
89,28871
89,1271092
96724,116
96724,9642
96724,27428
96724,9015
96724,15576
96724,93210
96724,227454
96724,11616
96724,1639
96724,70904
96724,1289968
96724,36666
96724,1834
198184,76788
198184,20191
198184,6968
198184,10205
198184,82190
9481,5292
9481,11701
9481,15758
9481,12132
9481,69298
9481,40481
9481,2221
9481,21179
9481,21127
9481,18977
9481,129419
9481,62760
9481,190900
4547,1038
4547,37917
4547,2178
4547,20309
4547,7499
4547,37042
4547,5274
4547,59675
4547,2227
53953,58058
53953,169469
53953,58395
53953,15500
6415,1461
6415,13240
6415,9778
6415,5953
6415,7248
6415,4496
6415,6213
6415,5419
6415,34
6415,7497
6415,20750
6415,61178
6415,173810
181283,2524
181283,64
181283,92404
181283,14887
181283,76512
181283,1925
181283,4391
181283,43554
181283,55585
181283,63362
9896,9777
9896,13922
9896,2395
9896,33654
9896,20189
9896,8930
9896,4201
9896,16165
9896,11074
9896,10730
9896,55259
9896,21721
9896,8534
9896,13023
167,1229
167,1979
167,1980
167,1981
167,1982
167,1983
167,1984
167,1909
167,1986
167,1737
167,1989
167,1990
167,33501
167,84497
167,131725
167,1263449
167,1479
167,15415
167,101847
11232,5344
11232,6968
11232,23626
11232,33654
11232,10871
11232,11367
11232,6281
11232,6541
11232,109869
11232,19492
1636,13918
1636,18269
1636,1518
1636,18270
1636,17342
1636,18271
1636,1535
2148,1205
2148,2882
2148,382
2148,1736
2148,2963
2148,922
2148,56266
2148,2975
2148,15213
2148,2887
2148,6200
2148,92777
2148,4808
2148,1769
5176,934
5176,3894
5176,33235
5176,424
5176,8949
5176,15370
5176,11107
5176,21088
5176,5025
5176,42200
5176,73589
5176,79072
5176,76543
5176,208061
5176,36422
5176,105786
5176,1173099
260346,3896
260346,2178
260346,11825
260346,10696
260346,15336
260346,55585
260346,1280
260346,52476
260346,2221
260346,37204
260346,9629
260346,928575
260346,86397
260346,154917
260346,112562
260346,1091423
260346,94427
260346,80619
260346,17421
1389,1461
1389,16866
1389,10182
1389,1896
1389,13
1389,18324
1389,21353
1389,1117
1389,40481
1389,54714
1389,2229
1389,44038
1389,2232
1389,19492
1389,2231
1389,3137
9894,206
9894,4756
9894,41087
9894,70851
9894,18364
9894,7399
9894,21315
9894,21197
9894,43120
9894,212
9894,887
9894,3138
8592,6449
8592,1158
8592,3125
8592,21104
8592,4483
8592,3085
8592,4520
8592,5950
8592,61303
8592,8534
8592,7004
8592,1466
8592,25503
8592,78619
8592,12826
8592,15762
8592,1107
8592,11514
8592,100552
8592,15274
913,517
913,14343
913,5724
913,856
913,13936
913,1173
913,6450
913,13939
913,1583695
11091,69597
11091,18324
11091,328
11091,33235
11091,11478
11091,4512
11091,1579
11091,4810
11091,6365
11091,56857
11091,59882
11091,21027
1368,16483
1368,6197
1368,15824
1368,16560
1368,75467
1368,21089
5393,15903
5393,43120
5393,11863
5393,8316
5393,43125
5393,33260
5393,12900
5393,9657
5393,10205
5393,31531
5393,78798
5393,34983
5393,4253
5393,61969
5393,60739
5393,17414
9095,1204
9095,6949
9095,5658
9095,515
9095,3968
9095,33399
9095,8785
9095,7030
8874,1204
8874,20212
8874,6941
8874,4757
8874,6541
