mID,aID
9804,8335
14869,6065
14869,38673
14869,9562
14869,23459
14869,24045
14869,5419
14869,2040
14869,31164
14869,25002
14869,50347
14869,11007
14869,16743
14869,18916
14869,378
14869,105047
14869,18269
150540,56322
150540,21125
150540,19278
150540,125167
150540,2882
150540,6677
150540,452205
150540,64181
150540,7908
150540,1237
150540,7907
150540,59784
150540,80591
150540,24358
150540,167295
150540,12890
150540,214701
150540,111466
150540,35159
150540,61969
150540,78317
150540,84495
150540,52699
150540,84493
150540,157626
278927,1532
278927,2282
278927,17605
278927,1245
278927,4690
278927,4808
278927,52865
278927,15277
278927,1259762
278927,23680
10138,3223
10138,12052
10138,1896
10138,1245
10138,2295
10138,6807
10138,2231
10138,9048
10138,21134
10138,52865
10138,6162
10138,51072
10138,57451
10138,15277
10138,40275
10138,7624
10138,81364
10138,1003061
10138,168925
10138,193946
10138,1429470
58595,37917
58595,6885
58595,74568
58595,237455
58595,6972
58595,5538
58595,11109
58595,13014
58595,1665
58595,382
58595,55585
58595,32300
58595,9831
58595,2050
58595,60348
58595,29406
102651,11701
102651,18050
102651,32987
102651,36594
102651,11356
102651,72305
102651,1017347
102651,8436
102651,26258
102651,1252814
102651,47627
102651,1363049
102651,1207207
102651,1371439
119450,1333
119450,76512
119450,64
119450,41292
119450,20286
119450,113505
119450,20750
119450,236696
119450,58395
119450,12798
119450,231857
119450,29933
119450,129868
119450,20582
119450,43010
119450,60877
119450,1173099
79698,2299
79698,11851
79698,693
79698,1014587
64686,6384
64686,9195
64686,13275
64686,11398
64686,31387
64686,9192
64686,2249
100402,16828
100402,2231
100402,1245
100402,4135
100402,60898
100402,53650
100402,71189
100402,81685
100402,1018947
100402,39459
100402,13014
100402,7624
100402,208296
100402,14464
100402,156739
100402,52760
100402,52865
100402,43373
100402,60846
100402,18300
100402,35172
100402,33
100402,7030
100402,3491
100402,550843
100402,27428
10192,12073
10192,776
10192,6941
10192,3131
10192,5823
10192,65717
10192,8930
10192,64342
10192,43775
10192,25703
10192,3138
10192,5960
10192,109869
10192,12095
10192,44127
10192,151657
10192,12097
10192,12080
10192,12098
10192,64151
10192,15831
158852,52018
158852,1461
158852,41419
158852,17696
158852,298410
158852,74428
158852,4445
158852,992427
158852,20750
158852,26089
158852,1655618
158852,102742
158852,60652
177572,66580
177572,51990
177572,78324
177572,87822
177572,589162
177572,2505
177572,21088
177572,52792
177572,21132
177572,81178
177572,36821
177572,7624
177572,15831
177572,950773
82690,4764
82690,7404
82690,58737
82690,43775
82690,21088
82690,125167
82690,21131
82690,18977
82690,352
82690,52117
82690,3202
82690,84495
82690,46074
82690,73128
82690,31531
82690,34521
82690,1340664
82690,78317
82690,12077
82690,73016
82690,111466
82690,113916
82690,35159
82690,60739
82690,60279
82690,15274
5255,31
5255,2169
5255,18286
5255,42362
5255,42286
5255,12826
47933,96066
47933,4785
47933,8984
47933,6068
47933,886
47933,2535
47933,4273
47933,1213786
47933,6167
47933,117437
47933,125025
47933,81683
47933,1162
47933,58758
10191,449
10191,17276
10191,24264
10191,59174
10191,21007
10191,54691
10191,51990
10191,41091
10191,130081
296,1100
296,6408
296,6194
296,7219
118340,73457
118340,8691
118340,543530
118340,12835
118340,51329
118340,72095
118340,12132
118340,938
118340,4764
118340,515
118340,1121
118340,16851
118340,82639
118340,11115
118340,2518
118340,8399
118340,25451
118340,7624
118340,78021
118340,51797
118340,13922
118340,941
118340,91494
118340,202032
118340,1388891
157336,10297
157336,83002
157336,1813
157336,3895
157336,1893
157336,851784
157336,58549
157336,1892
157336,9560
157336,12074
157336,8210
157336,17052
157336,35013
157336,21416
157336,40039
157336,86624
157336,535
157336,31649
157336,1360008
27205,6193
27205,24045
27205,27578
27205,2524
27205,3899
27205,2037
27205,8293
27205,3895
27205,13022
27205,4935
27205,526
27205,66441
27205,535
27205,72864
315011,2541
49051,1327
49051,7060
49051,30315
49051,1333
49051,112
49051,113
49051,65
49051,109
49051,1331
49051,72095
49051,207558
49051,34715
49051,95047
49051,25136
49051,126667
49051,71580
49051,41782
49051,173451
9799,8167
9799,12835
9799,17647
9799,22123
9799,10883
9799,9186
9799,15854
9799,31841
9799,8175
9799,61216
9799,53252
9799,22075
4922,112
4922,287
4922,3063
4922,15887
4922,18050
4922,973
4922,13550
4922,40036
4922,40039
4922,230995
4922,60875
4922,52483
4922,932967
4922,17184
4922,101847
4922,75325
4922,1056117
4922,15440
4922,1503756
49538,5530
49538,17288
49538,72129
49538,4724
49538,9827
49538,3292
49538,31717
49538,973
49538,429
49538,572541
49538,37153
49538,17485
49538,39391
49538,13525
49538,1118
49538,12797
49538,11086
49538,20471
49538,1736
49538,6719
49538,6968
49538,11008
49538,17199
49538,2220
49538,36631
49538,9140
49538,1088
131634,72129
131634,27972
131634,96066
131634,57755
131634,9281
131634,1231
131634,1233
131634,2954
131634,2283
131634,55636
131634,237455
131634,20089
131634,932967
131634,51682
131634,58502
131634,20220
131634,94103
131634,47533
131634,17343
131634,167862
131634,20275
131634,1329572
131634,13014
131634,141762
131634,10691
131634,1580574
131634,147642
27022,2963
27022,449
27022,28782
27022,658
27022,20374
27022,2506
27022,1254435
27022,20286
27022,334
27022,17834
503,6856
503,3037
503,6164
503,6857
503,4730
503,6858
503,6859
503,6860
503,6861
503,6862
503,20497
241259,85
241259,76070
241259,1813
241259,1283
241259,4566
241259,3968
241259,6730
241259,13014
241259,7026
241259,9191
241259,11275
241259,30083
241259,26209
241259,30315
241259,11855
241259,29237
241259,47468
241259,1363049
241259,1371439
810,12073
810,776
810,6941
810,5823
810,3131
810,8930
810,4757
810,10713
810,12110
810,12111
810,17697
810,52792
810,56322
810,19274
810,1077844
810,12095
810,44127
810,12097
810,6972
810,60252
810,151657
810,12080
810,71535
810,18864
810,12098
68735,52851
68735,11107
68735,55470
68735,20286
68735,6574
68735,540
68735,77164
68735,63566
68735,37698
68735,236696
68735,515
68735,208296
68735,102742
68735,28871
87101,1100
87101,76512
87101,224181
87101,18999
87101,1030512
87101,24047
87101,25002
87101,65345
87101,37937
87101,76021
87101,37825
87101,565501
87101,1049830
87101,100567
87101,1576251
87101,60077
87101,60881
10140,11108
10140,3063
10140,25130
10140,93491
10140,27752
10140,5529
10140,3896
676,880
676,2299
676,3967
676,9777
676,10127
676,7447
676,3197
676,10128
676,1125
676,5915
676,9278
676,335
676,707
676,10132
676,10134
676,11398
676,10135
676,886
676,10137
676,10138
676,6110
676,56045
676,6914
676,102567
676,140250
676,941
676,5151
676,61697
676,154295
676,22109
676,52366
676,4942
676,8335
676,12797
676,29020
676,9291
676,828
676,2221
676,60846
676,77155
676,32357
676,2220
676,1670
1858,10959
1858,19536
1858,19537
1858,19538
1858,8169
1858,10127
1858,1241
1858,18471
1858,19540
1858,19541
1858,1331
1858,14721
1858,21710
1858,24305
1858,17341
1858,1897
1858,146391
1858,865
1858,51992
1858,12714
1858,31514
1858,12797
1858,8191
1858,123532
1858,2962
1858,84495
1858,117187
1858,81178
1858,140250
1966,72466
1966,11701
1966,5576
1966,7499
1966,1244
1966,4173
1966,290
1966,4738
1966,5916
1966,20286
1966,8318
1966,11276
1966,39678
675,10980
675,10989
675,10990
675,5658
675,5469
675,10993
675,1923
675,4566
675,10978
675,1283
675,2039
675,64
675,11355
675,11356
675,96841
675,10991
675,96851
675,140368
675,10983
675,10981
675,23076
675,7056
675,477
675,11207
675,3300
675,11180
675,20999
675,234922
675,234923
675,11184
675,956224
675,11212
675,10988
675,1643
675,2247
675,16792
675,9191
674,10980
674,10989
674,10990
674,5469
674,5658
674,4566
674,1923
674,2039
674,8436
674,64
674,11288
674,11212
674,10978
674,10988
674,96841
674,47468
674,10993
674,11355
674,9191
674,20999
674,96851
674,140368
674,10991
674,23076
674,117654
674,11180
674,234922
674,11184
674,234923
674,956224
674,1834
674,1643
8960,2888
8960,6885
8960,23532
8960,1665
8960,539
8960,49921
8960,18300
8960,4030
6479,2888
6479,8602
6479,7056
6479,49921
6479,6066
6479,164094
118,85
118,1281
118,1282
118,1285
118,1283
118,1284
118,1294
118,1292
118,113
118,23429
118,1295
118,17354
118,39185
118,47712
2062,10872
2062,65
2062,6197
2062,11390
2062,18
2062,21197
2062,21200
2062,1736
2062,7907
272,3894
272,3895
272,3896
272,3897
272,64
272,2037
272,207
272,192
272,585
272,3899
272,534
272,3900
272,1118
272,3902
272,3901
272,1257821
272,39681
272,10657
272,1226707
272,25451
272,1214974
272,60348
272,29406
272,1363049
10527,7399
10527,9575
10527,14409
10527,2632
10527,5726
10527,28637
10527,1897
10527,7447
10527,6730
10527,109561
10527,82092
10527,64445
10527,18864
10527,12098
10527,12097
10527,12080
10527,60279
10527,89819
10527,111875
10527,31549
10527,1448984
10527,20497
10527,16846
10527,1077844
10527,950773
18360,7399
18360,9273
18360,887
18360,5587
18360,2157
18360,13524
18360,4581
18360,17835
18360,19278
18360,19498
18360,17838
18360,1428580
18360,125167
18360,17834
18360,17837
18360,85757
18360,449
18360,64342
18360,15661
18360,26510
18360,27105
18360,21007
18360,539
2080,6968
2080,23626
2080,6413
2080,21044
2080,10859
2080,82092
2080,60900
2080,79072
2080,1205880
2080,64674
2080,78110
2080,2387
605,6384
605,2975
605,530
605,1331
605,2192
605,9462
605,9464
605,9466
605,6195
605,9575
605,18286
605,28782
605,156739
605,27752
109445,40462
109445,54415
109445,21088
109445,8785
109445,3202
109445,74573
109445,34521
109445,1340664
109445,950773
109445,36821
109445,39214
109445,111466
109445,113916
109445,60279
604,6384
604,530
604,2975
604,1331
604,28782
604,33449
604,18286
604,9462
604,9464
604,9466
604,139654
604,6195
604,9575
604,2192
604,2128
604,156739
604,2516
76338,74568
76338,524
76338,91606
76338,4173
76338,2040
76338,56614
76338,13275
76338,17605
76338,14343
76338,31164
76338,52852
76338,1640
76338,2506
76338,40477
76338,3901
76338,7624
76338,66441
76338,2220
76338,1121
76338,16828
76338,82639
76341,2524
76341,6885
76341,3292
76341,37153
76341,59117
13448,31
13448,3061
13448,8786
13448,1640
13448,17839
13448,12647
13448,74487
13448,28413
13448,22250
13448,2368
13448,43461
13448,6701
13448,27570
10195,74568
10195,524
10195,91606
10195,4173
10195,1640
10195,52852
10195,9048
10195,10132
10195,17605
10195,56614
10195,13275
10195,14343
10195,1018947
10195,12371
10195,79079
10195,7624
10195,2231
10195,17604
10195,270
13053,8891
13053,76594
13053,56890
13053,19974
13053,5727
13053,32907
13053,56734
13053,15761
19585,6807
19585,955
19585,56903
19585,15277
19585,884
19585,2963
19585,2440
19585,21200
19585,58225
19585,17442
19585,63231
19585,84848
19585,8191
19585,1367499
57165,65731
57165,3896
57165,5469
57165,25616
57165,20286
57165,10882
57165,2440
57165,6413
57165,126667
57165,25451
62213,85
62213,1160
62213,1283
62213,17183
62213,9012
62213,10912
62213,234982
62213,56734
62213,113
62213,10207
62213,10657
177677,500
177677,11108
177677,17604
177677,10182
177677,16702
177677,16358
177677,2441
177677,7447
177677,1196960
177677,1363049
7978,1121
7978,4173
7978,5081
7978,1331
7978,117654
7978,77996
7978,400
5559,9137
5559,12077
5559,4756
5559,9657
5559,1230
5559,2632
5559,8534
5559,52119
5559,9626
5559,13309
5559,44127
5559,1211
5559,31531
5559,34983
5559,11477
5559,982
49444,70851
49444,11701
49444,4483
49444,64
49444,18897
49444,140
49444,19274
49444,212
49444,1620
49444,20904
49444,62862
49444,352
49444,15111
49444,8536
49444,1448984
49444,60279
49444,12080
10196,84215
10196,76788
10196,17857
10196,20644
10196,23680
10196,7248
10196,9462
10196,11614
956,500
956,1233
956,10182
956,8289
956,1244
956,11705
956,41292
956,21045
956,11108
956,84497
956,2975
117251,38673
117251,134
117251,125025
117251,1579
117251,28633
117251,4512
117251,22125
117251,4776
117251,58168
117251,129101
117251,13525
117251,4177
117251,31514
117251,76512
117251,31647
50321,13922
50321,3234
50321,58873
50321,33654
50321,16857
50321,13924
50321,42286
11619,6968
11619,204
11619,1327
11619,1003
11619,2440
11619,1333
11619,6199
266647,9828
266647,6968
266647,108916
266647,71070
266647,43547
266647,1289968
266647,75076
82703,15232
82703,558928
82703,42160
82703,19
82703,475512
82703,58769
82703,537
82703,2283
82703,41087
82703,25703
82703,352
82703,9657
82703,18864
82703,14639
82703,36821
82703,539
82703,84495
82703,1340664
82703,84494
82703,950773
82703,113916
652,287
652,114
652,8783
652,1248
652,48
652,2039
652,9824
652,11390
652,9827
652,9825
652,9828
652,9831
652,1666
652,940
652,2467
652,740
80321,7399
80321,6730
80321,14409
80321,3910
80321,2632
80321,9575
80321,31531
80321,5726
80321,83002
80321,17419
80321,519
80321,3627
36669,517
36669,4587
36669,10882
36669,10883
36669,8930
36669,147
36669,10884
36669,5309
36669,10885
36669,263
36669,5414
36669,3125
36669,1257821
43074,55536
43074,41091
43074,74568
43074,4391
43074,39390
43074,1271
43074,59841
43074,42157
43074,464993
43074,127048
43074,18271
43074,1219121
43074,54720
43074,1532
43074,707
43074,8874
43074,10205
43074,12208
43074,111875
43074,1480047
43074,110743
43074,20
95,62
95,879
95,880
95,882
95,883
95,884
95,886
95,61981
95,53
95,887
95,236327
